iter	RMSE
413	0.06480834567
414	0.06479252927
415	0.06478164795
416	0.06475190473
417	0.06473534067
418	0.06472453136
419	0.06470738976
420	0.0646801853
421	0.06466576287
422	0.06465096521
423	0.06463811765
424	0.0646219518
425	0.06460803586
426	0.06458798882
427	0.06457494934
428	0.06456073202
429	0.06454806144
430	0.06453492565
431	0.06452000633
432	0.06451142563
433	0.0644916629
434	0.06447646892
435	0.06446046176
436	0.06443835192
437	0.06442785144
438	0.06441536441
439	0.0643999331
440	0.06439159554
441	0.0643710086
442	0.06435380316
443	0.06433635682
444	0.06432242905
445	0.06430251984
446	0.06429227597
447	0.06426480287
448	0.06424995333
449	0.06424132677
450	0.06421878917
451	0.06420169466
452	0.06419264813
453	0.06418438794
454	0.06416623724
455	0.06415906348
456	0.06414614872
457	0.06413243608
458	0.06410982767
459	0.06408986119
460	0.0640661625
461	0.06405518728
462	0.06404118338
463	0.06402672841
464	0.06401295836
465	0.0639949641
466	0.06398148732
467	0.06397015117
468	0.06395867979
469	0.0639471766
470	0.06393749635
471	0.0639157765
472	0.06390594917
473	0.06389623014
474	0.06388670391
475	0.06387191372
476	0.06385510598
477	0.06384673341
478	0.06383326724
479	0.06381892596
480	0.0638091346
481	0.06379834854
482	0.06378901047
483	0.06377401334
484	0.06376529631
485	0.06375229719
486	0.06373890874
487	0.06372222744
488	0.06371341441
489	0.06369570906
490	0.06368302276
491	0.06366687597
492	0.06365028139
493	0.06363546676
494	0.0636238676
495	0.06361494064
496	0.06359762573
497	0.06358069047
498	0.06356916596
499	0.06355436763
500	0.06353651426
501	0.0635277535
502	0.06352181465
503	0.06351213845
504	0.06350046623
505	0.06348464901
506	0.06346659519
507	0.06345582565
508	0.06344145394
509	0.06343243063
510	0.06341707869
511	0.06340962127
512	0.06339827667
513	0.06339083915
514	0.06337345089
515	0.06336686305
516	0.06335505733
517	0.06334347117
518	0.06332795612
519	0.0633170611
520	0.06329751501
521	0.06328787017
522	0.06327836563
523	0.06326891982
524	0.0632571239
525	0.0632388038
526	0.06322395469
527	0.06321651404
528	0.0632078302
529	0.06319746099
530	0.06318976855
531	0.06318394502
532	0.06317185049
533	0.06316229496
534	0.06315422693
535	0.06314053157
536	0.06312904459
537	0.0631184205
538	0.06310945978
539	0.0630995542
540	0.06308971826
541	0.06306720608
542	0.06305380745
543	0.06304653034
544	0.06303636004
545	0.06302376464
546	0.06301433385
547	0.06300661534
548	0.06299763366
549	0.06298849017
550	0.06297624977
551	0.06297143006
552	0.06296396693
553	0.06295385701
554	0.06294209328
555	0.06293457605
556	0.06292611952
557	0.06291681065
558	0.06290673863
559	0.06289567366
560	0.06288938662
561	0.06288315371
562	0.06287172828
563	0.06286632085
564	0.0628549427
565	0.06284958457
566	0.06284562602
567	0.06283774716
568	0.06282619983
569	0.0628164012
570	0.06280625172
571	0.0627976107
572	0.0627866292
573	0.06276959096
574	0.06276001037
575	0.0627491928
576	0.06273976191
577	0.06273372842
578	0.06272087212
579	0.06271191238
580	0.06270500227
581	0.06269525681
582	0.06268773922
583	0.06267549199
584	0.06266640195
585	0.062647262
586	0.06263415251
587	0.06262487657
588	0.06260988973
589	0.06259731628
590	0.06258089022
591	0.06257414553
592	0.0625618981
593	0.06255043914
594	0.06253740226
595	0.06252851807
596	0.06251980922
597	0.06250997209
598	0.06248706215
599	0.06247928437
600	0.06247396114
601	0.06246353392
602	0.06245781331
603	0.06244752454
604	0.06243274715
605	0.06242268046
606	0.06241689436
607	0.06240405764
608	0.06239660666
609	0.06238358091
610	0.06236628017
611	0.06236095484
612	0.06234120006
613	0.06233337275
614	0.06232392178
615	0.06231262156
616	0.06230572672
617	0.06229889849
618	0.06229325453
619	0.06228291013
620	0.0622766155
621	0.0622683671
622	0.06225858879
623	0.06225020636
624	0.0622404738
625	0.06223542427
626	0.06222654189
627	0.06221322562
628	0.06220745966
629	0.06219542711
630	0.06218796662
631	0.06218079665
632	0.06216910084
633	0.06216332391
634	0.06215037596
635	0.06214269581
636	0.06213396191
637	0.06212540509
638	0.06211558402
639	0.06210511739
640	0.06209470057
641	0.06208095174
642	0.06207522993
643	0.06207018429
644	0.06206308184
645	0.06205262605
646	0.06204609655
647	0.06204294601
648	0.06203807918
649	0.06203346388
650	0.06202701263
651	0.06201702995
652	0.06201000737
653	0.0620034998
654	0.06199390738
655	0.06197984177
656	0.06196982451
657	0.06196196179
658	0.06195560033
659	0.06194970631
660	0.06194427528
661	0.06193818761
662	0.06192624914
663	0.06191667895
664	0.06190775794
665	0.06189620863
666	0.06188430706
667	0.06187765212
668	0.06186562317
669	0.06185608803
670	0.06184215567
671	0.06183344833
672	0.06182215953
673	0.06180816787
674	0.06180054606
675	0.06179510803
676	0.06178717735
677	0.06177575815
678	0.0617646062
679	0.06175836021
680	0.06175105537
681	0.06173772148
682	0.06173120238
683	0.06172125484
684	0.06170980367
685	0.06170278299
686	0.06169342944
687	0.06168527091
688	0.06168026866
689	0.06167107445
690	0.06166264273
691	0.06165032012
692	0.06164240742
693	0.06163509481
694	0.06163021352
695	0.06162553176
696	0.0616186582
697	0.06161194071
698	0.0616012724
699	0.06159664817
700	0.06158501274
701	0.06158199989
702	0.0615766098
703	0.06157015651
704	0.06155637647
705	0.06155173067
706	0.06154132593
707	0.06153454831
708	0.06152797637
709	0.06151927038
710	0.06151126114
711	0.06150119857
712	0.06149061185
713	0.06148299603
714	0.06147596641
715	0.06146665493
716	0.06146032505
717	0.06145368764
718	0.06144799238
719	0.06143875471
720	0.06142884385
721	0.06142360513
722	0.06141355782
723	0.06140502651
724	0.06139763463
725	0.06139083855
726	0.06138673753
727	0.06137565547
728	0.06136473893
729	0.06135905242
730	0.06134858973
731	0.06134266807
732	0.06133131893
733	0.06132424363
734	0.06131986154
735	0.06131501341
736	0.0613065356
737	0.06129535165
738	0.06129024827
739	0.06128669815
740	0.06128296276
741	0.06127777262
742	0.0612711228
743	0.06126490066
744	0.06125807597
745	0.06125313796
746	0.06124687557
747	0.06124087026
748	0.06123397569
749	0.0612253046
750	0.06122198899
751	0.06121222109
752	0.06120083314
753	0.06119651972
754	0.06118871449
755	0.06118123535
756	0.06117672902
757	0.06117110031
758	0.0611657919
759	0.06115761033
760	0.06114880793
761	0.06114249952
